"HolderAddress","Balance","PendingBalanceUpdate"
"0x818c853b0ea666d04579acbbdbef3c2e8a62a082","3603449.34513873","No"
"0x8208f5734ea307b3e8b87cb4d49397d92387ec30","102.45924530819","No"
"0x82583f9cc3a18c351a0c33f683ce1ec21627dc5d","2161385.39710194","No"
"0x82f42017bae11fe514ffa9e2efd525a155097a66","200.042381367058","No"
"0x83305db51a1e23181eb84a377379408fa598de25","521228.027570228","No"
"0x839073874bf93a91325c3d2e6704c0fe383a08a4","3923048.95971536","No"
"0x845ba798885bd10cd8ea4e74d8207d3126597abf","19283.6329408934","No"
"0x8469ddb6ab82cce4301814644d623ed0348d57ca","1290.40010127072","No"
"0x84ae1c65f55524c1400352a7ff1c4ee135af4333","1800144.35105349","No"
"0x861c712300fea48ca48f5468f61bffd876f9e5bd","3665052.16497859","No"
"0x864485c5425b92469408203da4158ae1815db7a8","135.394579429889","No"
"0x86a41524cb61edd8b115a72ad9735f8068996688","461093.041299855","No"
"0x86e9215799569f8f53e8220fdde75645eca82c50","15215.2749741681","No"
"0x88d46e3c3b6523977c94b96e1f87c706defdad9b","24312.3482218981","No"
"0x8930f69d0433add5a2bbfdeb05563b3ff636fbd6","2072474.32969993","No"
"0x8ce1b5778a3ca5c67d954f022162fe169f082cd5","784537.77177301","No"
"0x8df6362fee71798060e13246795d78144bc1e83e","237588.377062402","No"
"0x8e4ef13aea630bad337127148f46ae21dd82af3e","1809643.92533467","No"
"0x910760ef0fa3c77507ba94f3f0fc221a1de6078b","324617.290733078","No"
"0x9110f42db1beaade1e8be69a02283a55babd57e7","67562.3330406922","No"
"0x915981973055383a6851fecee6b3d6b6fcc79671","9173.45208934616","No"
"0x9169630dd953ecbefb2b8abef2e0d28cc93e3b08","4389063.42876633","No"
"0x91bac799726a3c1501902164fe05a3ca9cb9387f","2657677.08759296","No"
"0x91fe29c21c679511066129a81ef42f8f006abaf2","3746492.55131674","No"
"0x92ad4227d8e68da513da0933239af6d089d4daae","2294996.39782707","No"
"0x92b9abc4fd0a6d3c3ca8118346b8a61feba7910c","174462.752756271","No"
"0x92dc95c2bcb3111d9a6eb6cec94414775e3dfe4e","1.5194811667378","No"
"0x930af2f6d25ad776e7074583d8895e0b8a28bf2f","0.568533781503893","No"
"0x933c7bf10026f1b3684df444aaf1f76dec89b2df","3601577.00724274","No"
"0x934f61863beddebf7998f0baede122daa64da44c","15013.3304936557","No"
"0x9458c54a975e7d61c9fb7103553692a590c28e08","67813.7600483164","No"
"0x94a2da77589a57edcbf53441a467a03be0be72c9","1551598.17869278","No"
"0x958858205f830680c3f85fc2f319016b98812d71","644.117486469696","No"
"0x96197b8f28620f71a86bd9e9f28823e7b99d285e","3.08606229296688","No"
"0x9644cfc25ab44129d160745cf0d7fda766bdb124","961961.778062065","No"
"0x96580154030df530afa612e94532f8fb0ccf0890","1200021.5585025","No"
"0x9719856fe9d11c4818be83762fd1a2cc503659c0","3494152.08427855","No"
"0x98b30064f94ae07a5ae658747539dc96d43cfd99","2127422.19632911","No"
"0x993c8db9ef5f023b1c3b8d916979024677d3cd37","22933.9903742631","No"
"0x996b4569fb7ee5d3b8d0ac5d2eeb82c8f8e0fd21","21653.0098040477","No"
"0x99be8a0d909bfdcbef03e3b377451e3e7c462e15","0.0880793477802867","No"
"0x99db96e8ad527edd564bb6d3e7b0e16403f18a25","2970108.41457015","No"
"0x9ac7b0ad4513edd22e71c999a5553cbc99dcbe6b","683195.174166066","No"
"0x9b1a1d93cbc4c3a5584b7e58656e6dac00b4fcee","397870.203987594","No"
"0x9c2716161df08ddc1be20a1a2f5c8bf222a9ef06","2812514.59693626","No"
"0x9c4085989b4062e28eccee663560ce221b3358c5","4563060.72338141","No"
"0x9cc160077b6bd649dca107df0aa351f007d99ecc","4958649.79415378","No"
"0x9e34d29a64201c0240d2a3f54cd2b15a3f166bdf","43633.1646155272","No"
"0x9e42ba79520b67cec493a167e6159c3613eab7f4","857245.732382893","No"
"0x9ee210f3871459f3b5fd27b312b40309d3b988c2","2988391.40623161","No"
"0x9ee3fd7c5c088831907aa0180716e547e0bab9a0","4923759.62854357","No"
"0xa0362da88a2a7c198c90d1df55146dbd353c6cca","82793.1440867958","No"
"0xa161535d29dfb76fe8ff9f0e7f2dd4a490d53ca5","3.87728422331617","No"
"0xa192092036526d84d7c3bfb51a3a3a68e160efe3","125922.821267144","No"
"0xa1e0949cc32f02cd02cfec55f199307efd5fe16c","3000064.6836639","No"
"0xa30776c8b16e0c21d42588427a8fde652755ed9d","94295.7539327073","No"
"0xa316004bcd968fea5e14af6d80d3716e0c3db35b","1382053.78253893","No"
"0xa41bf3801c04fedefd5dcf9cb852f5317af3705b","2484171.94915012","No"
"0xa47ff4690a8c0835396bf9ba221c177e5b3185c2","3600921.95239358","No"
"0xa66734a9cc07c66775767df8410b19986278e20c","248689.444576254","No"
"0xa76e565e2910174f88d21e5430b83877a94ba76a","1490.47831220517","No"
"0xa88b9867b9a1e9d1d58773d1e7e12c3a85bd091c","4143252.02795418","No"
"0xa8c8aad5c5effdea54b70e5df1727d4836b50d24","1896.7423025791","No"
"0xa8ed5d495f943d9e118690cb605b025efe8eaffe","196247.174295362","No"
"0xa8f0ea585463433a2f830f56825e879b84306b1b","130.864022819776","No"
"0xa9a7bd5c623671088552ff61b64c2915be020333","3.63385766661414","No"
"0xaa3171af5a69751a272780040fed616a2a89e7b5","1553.92534213575","No"
"0xaadb4f255766de2b617ac2092ac11b4228e898ff","4400128.4789573","No"
"0xab2ce6d5de3bca43bdfdf2aa27ada10a99f806a4","1219590.49728994","No"
"0xab348330ade2e16f66112335be423cd92bf49dbf","3227221.03145154","No"
"0xac8044e01b5326180f5f8a9babdf10e34f1eb466","4115689.0740084","No"
"0xadfaf3440bab6e427a3103220a7eefcaa3624c38","682838.056289048","No"
"0xae8a89c737e7423def56f6e39bf4052b112d6078","3880883.32833613","No"
"0xaf70e4ad421caeb954c99977eb6b45933d45d651","452081.258972573","No"
"0xb1a59058d980d0e2282e3828596f2f1aaa294e99","77309.993060286","No"
"0xb1ac51a6c3e5ec5e8eb739d9352aeab6f1f9a869","100.405086832702","No"
"0xb1c5bfabdb0fa5ec29c3a20de94950539f209cb9","2161871.58036997","No"
"0xb1dbda5d40dc8d3ff2f631bd13f9ed4216b3823f","92322.2455587928","No"
"0xb3360b86120ef7454df63daaeae055e5d2d312a5","293005.479785743","No"
"0xb4961c209c961980a27f5ca2b1ea85645cbabb2a","666014.26313086","No"
"0xb4bf042a9e166a23ee09acee4523bfdd2fd23e1e","33730.3413619206","No"
"0xb5443686f11054f220f0578277f83e0aa3041048","3263927.12848256","No"
"0xb605b33eb1dfe9ee4942f2c6c174f62f1b624425","50000000","No"
"0xb79d2806724949b2d61a6d32731f2e5930c1bfdf","4781409.42745886","No"
"0xb7d2c0260ec6924cd6a14fd24259f43aac27d887","4982349.6345815","No"
"0xb86480be80064e9adda8410eb5538bbc23aab7c8","4819077.06663265","No"
"0xb87b7152e03d430c273e0f735cc5f973ecc61350","2792049.48662615","No"
"0xb8ebd6fd0efe10c109f9a83088f5667b48a778aa","1804.50014472091","No"
"0xba016297b50a9d0795893208175c80420f0b059c","0.0233287000012467","No"
"0xbb368c8fe23bfeeca73265b8a781f9576a055ee0","2804944.48284604","No"
"0xbb4d6ab92c05c5cb549115cac07a8d8d08342089","75897.7692754598","No"
"0xbbd113c8075127acb2092a974daaebc5eb7fdefa","4323375.19979253","No"
"0xbc93763058b3e6806ff5434ab6dc13b4edccf782","2743870.27758875","No"
"0xbcf0f7c0dc3873907ad6aa57296e0641f0afc664","4500.01845045557","No"
"0xbd825d9d04633490ddac411483ed7f9a23afc969","4054991.62254263","No"
"0xbd852e6172876abb860165f28804c3e1cc5a067f","155037.02884458","No"
"0xbdeaf7d15c6d7a7a528f1870afcd3c57b101abf5","3962993.75134939","No"
"0xbe25b51d5619c338ae492acf24d5a8eb791c84b6","10.744984481054","No"
"0xbf0c5e716cd1eb05a9ff287a8a40333d1cc30adc","3000405.60671654","No"
"0xc007f6294a1c1502cdf3319babfade17bfccdc3c","2256966.03288136","No"
"0xc0952ee4bf4abe8306eb5a4a9b5f53aa03d1d0e4","900327.40130462","No"
"0xc0a5778b22dfb6af8612b8ea3ac1bec7b1db6779","520343.483640331","No"
"0xc26143239e2366f244ad74fb1f889b872feffc6f","90053.1982390257","No"
"0xc2bb62834a4d528aa6efc199e45315e41e58e1ea","214097.445824772","No"
"0xc36a4562805695b732498afff8fb94eb04816d76","16051.5258905657","No"
"0xc36e9fb5cc692af50bdfd52f0279c5df635dbaad","4279030.548773","No"
"0xc4805919bd07dbd584ce400400c57e5364e856dc","155654.579249261","No"
"0xc5322df647f06ca6b10a862482ddf854742a7e8c","46.0725927984485","No"
"0xc5f6c07cb258462ffc0c76f37f73ebcf0609c6d7","3931811.09602421","No"
"0xc6a7f15d82a1ec99093447ca023e826904a3a442","3548894.73584077","No"
"0xc78e7824387d582d92451c3aa32f87e0fb01a7f1","436091.767545513","No"
"0xc7cc7633a2ddd7fcbdecbc748ff9435940c21d93","2478932.40645636","No"
"0xc80b075aabf2dcef095963f97995426399228b08","4093026.54438254","No"
"0xc8b5617d4867f899bd7e531a84f4d7949d45ae07","3477.27655654528","No"
"0xc8bd9d35a3fea4868797a5b5d7f89fb58ade841e","3108.98849649392","No"
"0xca77f086d3adeea00e5fa86d8b34d900b3a1ec43","1800146.12056821","No"
"0xcb2a7b5022ab9caa1016c70bbefe9b1aa10be3c4","425520.794389378","No"
"0xcb39cf6d519d44648769bd710f994bd92c6a454a","3153079.58396838","No"
"0xcc3b12b411a68937617cf38189231f66b9905f4f","2823529.80555065","No"
"0xcce3fcdf5f9bb096b69b9ea9a859fd2a49aad639","3740788.60576419","No"
"0xd14376468d007c01977ac9bfeae3428858ac830c","316644.253315834","No"
"0xd28136c988b3b54c0ff90139d534cae9617f8c52","4205.21023385405","No"
"0xd2ac0a56b66087bb7617e03715392b7743b2f0a6","2891338.15320756","No"
"0xd2b94ef809f9efca0bf63ef1356a1ef549557636","1871.21584603075","No"
"0xd47016d69cf5fbf3ee49a8cc1f061de2c276e343","83673.2570579944","No"
"0xd579af8e8f052448dde4d93c8712a7124ae75029","361554.390508271","No"
"0xd5edc5361af8e6386f8d92ec5e8d7e55c8b825a4","4475991.55289597","No"
"0xd5f6f775f4ac4bc9c2ea24985e23a1d7c15a0728","3211.56945840786","No"
"0xd5fb67269be234e7b2e401c997bc10005c63504d","3187656.64291153","No"
"0xd62d02d281b4fbaf8658ac6197a7deb3dfbc3ddd","5.57883730456211","No"
"0xd688e4c3e08294e4925fc5d36f81717d78281f40","3.90421866604837","No"
"0xd836da33a6629548271eb9ef4f62d083376eb4a6","4828101.50087887","No"
"0xdbc7e23491dc1802d5200ec4af13b4fa9453dd3b","2403467.7230902","No"
"0xdd01b410a0caf45e8485ab7900a171de90061d44","4973704.81509009","No"
"0xde10a1fa06d96ab5b8edb19963ff28741d3f664c","68228.7684913954","No"
"0xde683489e470d3208effb4860c05557d4f6b0759","4777601.29373877","No"
"0xdfbaf549dc88310197b7fb72b59813f0993f2d17","2442502.37778659","No"
"0xe04fffe3a36acfffdcd63c41813b1cdb69bb6591","445602.467130836","No"
"0xe0dfe3d68389746ad23b9b77b10432377cc7a4cc","28.8501979003067","No"
"0xe0ea0be7b17cafd0ff844928bea9cf05a6024518","4045513.30063733","No"
"0xe1e0da672b12f7d0d025f4b52512ab1678b2c7fd","1522499.06096771","No"
"0xe2008ef79a7d0d75edae70263384d4ac5d1a9f9a","3894235.40217835","No"
"0xe2dd67db3365f8eb76ef48d76e4623cfd73fe850","68760.4677931584","No"
"0xe3bc35bb0f132078934cb99e206bce22f19b6d30","3437943.15902722","No"
"0xe42a219a6bf1b57216bf6762acd91c576690c9fc","409781.55377315","No"
"0xe552d483e2fa47da9462567f138b16dec417d4e6","3814019.87003894","No"
"0xe5a55cc67f15b7a31f7665f90164bae6a962f19f","126000.705603951","No"
"0xe5dcf88350dc6b37dc729212b53fbadd8b4360a4","1.50659267099809","No"
"0xe6248bfe75542e571d2fc2eb376eeb3ef7932cf5","3259483.0424915","No"
"0xe7342fd8bd5894537a02bfab3e6df2ac64a8ea22","0.0162375536516395","No"
"0xe94738aa4ca5d13f7f54a16df7e2ff2e8ffb5985","3347.09720868574","No"
"0xea4ba71614dfd94e254f12d8e6a3696603508c00","4052985.52072597","No"
"0xea5dca8cac9c12df3ab5908a106c15ff024cb44f","1689.02976379797","No"
"0xea876934b4d11eca06e8bf8b9250ac86d5f04895","900.000084714425","No"
"0xeae4b859aa00fe76f22326504d7ce8feb467d9f0","25200.0252231929","No"
"0xeafbb5bd5209e5ffce32368bb61cf54e0be12953","30187.309500997","No"
"0xeb7ade64721b61d5bac6f91cf10b9305e114c430","1907.99549233827","No"
"0xec2ef8b6b9e16bb1941b9bcc2ccedf036f4114bc","200003.868249847","No"
"0xec5bf4a939cdc138929ba389779ea6bbb9009735","1800576.26532736","No"
"0xec81058a42e3a68cbd16a2b13a56f75a0401ec38","4052540.93930285","No"
"0xecf277a3aafe4ac05bb0719048fe94592174c187","0.708250583650527","No"
"0xed1588ad74e393a847a36c1d71279b22e1e946f8","4053560.55041856","No"
"0xed6527a8e44c717fc5bc04b1c1ddd7098bbae685","175659.499469921","No"
"0xeda737be43c8006daf69617d5465e832b9418146","1477785.01321078","No"
"0xefdee53249ef08013d31aeac2a738912197b7b5e","970162.850022238","No"
"0xf065a64cd00a8a7bdf936c94a941dd88742e5e62","3867135.61076654","No"
"0xf094720152518f9ee855440589203c9f077e9377","0.548254076157792","No"
"0xf0dfbfcd8303f92027522df32542522e8278b15f","2161664.99719409","No"
"0xf14e8154e3021dbe40f9f656b6b1abc249047509","21.5986385353839","No"
"0xf1ad7f66f1050d0e55967c4c4c2aa0fcc3197d6c","4616009.36776113","No"
"0xf2413190f655d0ce74864fd79ff809f6f92b2309","1536.98750411653","No"
"0xf2c80e16e3a3258d9cceadf83bcb5881b1ff0f13","3500075.96255715","No"
"0xf363979aff681842b2d245efc5c4fd8fce4138a4","435535.482306439","No"
"0xf40be62ed5cd8edd283d8e843fb5d164a886b966","291263.3386399","No"
"0xf4accdfa928bf863d097ecf4c4bb57ad77aa0cb2","1327022.95107703","No"
"0xf61e7dfc0f405e8b285423a229434f4d1ddfdaa7","247.417942893114","No"
"0xf6fc42654c1f2470774f9dbdb32d1723fab66a9c","4323251.40173683","No"
"0xf7a8bc03f8edb6f492ecb7a6282e3617d938d4dd","30.2667080681076","No"
"0xf83551e2bde488a577d7ae5dc8ce7257c2351aa1","3784558.71996098","No"
"0xf9b2550dea6c524676a13f01727757ae25c5a5e5","24252.7175611597","No"
"0xfa13a1fec81f66a31dafccace04ecef65eddd06b","0.55378593262379","No"
"0xfb1be8283f7c8941f6e05fa451e78d6cc19a0e95","604050.381884423","No"
"0xfda0283412204f1d0dbc0a2a484fdf98409edf28","42606.5306805786","No"
"0xfeb670482124ef667f89954a58678c88d6c2567e","1.56153904686329","No"
